sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings,target
2,0.743,0.658,0.23,1.3244,0.7578,0.3166,0.2649,14,2
1,0.695,0.54,0.089,1.9229,0.6551,0.5502,0.4975,14,2
2,0.169,0.121,0.048,1.7569,0.6035,0.3576,0.359,1,0
0,0.168,0.123,0.063,1.9853,1.0494,0.2075,0.7168,3,0
2,0.677,0.482,0.128,2.2194,1.3029,0.2347,0.8217,12,2
0,0.759,0.547,0.219,1.4499,0.7249,0.2408,0.2868,16,2
2,0.416,0.307,0.144,2.2981,0.973,0.5891,0.2933,9,1
0,0.444,0.341,0.113,1.4063,0.7102,0.2217,0.2293,11,1
2,0.311,0.252,0.098,2.7035,0.9966,0.4512,0.6551,2,0
0,0.737,0.621,0.142,2.1275,1.2752,0.5465,0.3969,14,2
1,0.552,0.41,0.106,0.4853,0.2084,0.0598,0.1146,11,1
1,0.288,0.24,0.086,2.3447,1.3588,0.6316,0.7681,8,0
0,0.296,0.249,0.092,1.5597,0.6695,0.2389,0.3528,4,0
2,0.734,0.596,0.28,2.7821,1.6093,0.3067,0.4426,13,2
0,0.085,0.075,0.014,2.0319,0.8142,0.2509,0.4214,4,0
2,0.314,0.227,0.076,0.2403,0.1269,0.0698,0.0776,11,1
1,0.485,0.357,0.085,1.1174,0.654,0.2126,0.2539,13,2
2,0.185,0.145,0.023,1.4628,0.7223,0.2213,0.2558,7,0
1,0.143,0.104,0.032,2.3714,1.1935,0.4844,0.5412,4,0
2,0.678,0.551,0.144,2.0617,0.6821,0.4875,0.4875,14,2
2,0.737,0.575,0.133,1.0451,0.4622,0.1711,0.1974,19,2
2,0.684,0.518,0.129,1.8473,1.0456,0.4527,0.7365,13,2
0,0.74,0.543,0.154,1.6312,0.6073,0.2454,0.5388,13,2
0,0.484,0.371,0.192,0.358,0.1921,0.0438,0.1102,10,1
1,0.676,0.555,0.226,0.6652,0.3344,0.1397,0.2371,13,2
1,0.359,0.293,0.044,0.9653,0.3542,0.1257,0.2895,6,0
0,0.568,0.416,0.205,0.554,0.2132,0.1596,0.1869,13,2
1,0.807,0.585,0.234,0.426,0.1824,0.0426,0.0953,16,2
0,0.242,0.171,0.089,0.1664,0.0562,0.0418,0.0416,5,0
2,0.364,0.256,0.074,2.4676,1.4164,0.3847,0.2816,8,0
1,0.43,0.377,0.103,0.818,0.4268,0.2202,0.1507,5,0
1,0.177,0.125,0.065,0.8219,0.3366,0.0921,0.1729,6,0
0,0.135,0.114,0.025,0.5844,0.2279,0.1698,0.1681,7,0
1,0.689,0.602,0.258,1.3445,0.6815,0.1617,0.3217,16,2
1,0.798,0.574,0.278,1.4542,0.6213,0.3746,0.4106,9,1
2,0.374,0.294,0.147,0.5902,0.2177,0.1201,0.1853,8,0
1,0.14,0.125,0.028,1.7206,0.7382,0.3202,0.1941,1,0
2,0.124,0.107,0.021,2.0438,1.1474,0.3189,0.3627,5,0
0,0.735,0.586,0.146,1.0577,0.3391,0.2838,0.16,17,2
1,0.418,0.356,0.162,1.6553,0.6795,0.2317,0.2586,9,1
2,0.312,0.27,0.062,1.4205,0.8363,0.347,0.3565,1,0
0,0.428,0.329,0.115,0.5542,0.1687,0.1048,0.1784,9,1
1,0.311,0.273,0.069,2.0636,1.1705,0.6185,0.3752,4,0
0,0.437,0.347,0.096,2.2653,0.9343,0.5035,0.7868,9,1
1,0.711,0.573,0.112,1.8342,0.6545,0.2216,0.6745,14,2
0,0.513,0.462,0.134,0.9167,0.2791,0.1686,0.1881,12,2
0,0.589,0.512,0.209,2.6193,0.8412,0.2967,0.7973,11,1
2,0.345,0.266,0.04,1.2879,0.4528,0.2024,0.174,10,1
0,0.621,0.436,0.228,0.7528,0.2316,0.127,0.2433,13,2
1,0.568,0.469,0.17,1.1549,0.4628,0.3126,0.1727,10,1
1,0.163,0.137,0.046,1.9564,0.6133,0.5235,0.5991,3,0
2,0.499,0.414,0.144,2.3909,1.2138,0.2446,0.5417,13,2
1,0.265,0.237,0.05,1.009,0.5506,0.2083,0.3819,8,0
1,0.67,0.585,0.15,0.6589,0.3731,0.0953,0.1577,8,0
1,0.39,0.308,0.133,1.7712,0.8231,0.2905,0.1935,5,0
0,0.811,0.578,0.156,2.6035,1.5203,0.2716,0.6358,15,2
0,0.143,0.114,0.034,0.5196,0.1568,0.1299,0.176,6,0
1,0.652,0.546,0.069,2.2697,0.7722,0.6585,0.6676,16,2
2,0.574,0.472,0.184,1.3479,0.5229,0.1939,0.5255,13,2
0,0.643,0.519,0.145,2.2598,1.2129,0.3804,0.7977,15,2
2,0.303,0.241,0.078,1.4296,0.8086,0.202,0.3688,9,1
1,0.439,0.333,0.059,1.0676,0.5183,0.3053,0.1729,10,1
1,0.664,0.502,0.264,1.9696,0.8173,0.2006,0.1992,15,2
0,0.247,0.198,0.047,2.5454,1.2721,0.5518,1.0033,6,0
1,0.242,0.177,0.07,0.9064,0.3211,0.2485,0.3458,7,0
0,0.483,0.371,0.133,1.3032,0.57,0.1789,0.2375,9,1
1,0.462,0.353,0.155,0.6498,0.2939,0.1417,0.1894,8,0
1,0.284,0.232,0.053,0.5199,0.1723,0.0573,0.1657,4,0
0,0.296,0.211,0.097,2.1988,0.682,0.5781,0.6012,5,0
0,0.281,0.243,0.06,0.5687,0.2986,0.0881,0.2007,7,0
0,0.646,0.525,0.144,2.2423,1.0324,0.6676,0.2766,16,2
1,0.557,0.465,0.168,1.2141,0.4852,0.3453,0.4479,10,1
1,0.691,0.581,0.232,2.812,1.2124,0.6932,0.6119,19,2
2,0.797,0.604,0.239,0.5593,0.3285,0.1115,0.1366,15,2
0,0.426,0.338,0.158,0.2646,0.1099,0.067,0.0618,9,1
1,0.124,0.111,0.023,0.215,0.0712,0.0271,0.0558,3,0
1,0.111,0.095,0.041,2.3612,1.0368,0.3826,0.6598,1,0
0,0.294,0.263,0.041,1.2383,0.6122,0.1305,0.3877,5,0
2,0.765,0.65,0.228,0.0108,0.0033,0.0025,0.0028,15,2
0,0.462,0.34,0.122,2.4724,0.9882,0.6456,0.7552,7,0
2,0.276,0.197,0.069,2.4784,1.0361,0.7169,0.4994,4,0
1,0.37,0.302,0.072,2.2793,1.0009,0.5409,0.8684,7,0
2,0.518,0.4,0.13,0.7033,0.2746,0.1733,0.0839,10,1
1,0.558,0.421,0.083,1.0547,0.5274,0.2944,0.2781,10,1
0,0.189,0.163,0.04,2.1057,1.2285,0.6049,0.2658,6,0
0,0.798,0.617,0.103,1.3839,0.7946,0.2744,0.3222,12,2
0,0.478,0.365,0.13,0.4364,0.2179,0.0532,0.0774,11,1
2,0.175,0.152,0.023,0.6877,0.3109,0.1329,0.2621,4,0
1,0.736,0.64,0.109,2.7486,1.5055,0.5805,0.2856,15,2
0,0.13,0.1,0.016,0.4285,0.236,0.097,0.0931,1,0
0,0.747,0.647,0.16,2.0525,1.1266,0.6114,0.6868,14,2
1,0.812,0.707,0.286,1.3519,0.4696,0.3833,0.2116,17,2
0,0.593,0.465,0.221,2.1161,0.651,0.3794,0.7294,11,1
1,0.645,0.46,0.078,1.869,1.112,0.2293,0.6689,10,1
1,0.325,0.228,0.094,1.2422,0.7303,0.1776,0.3881,6,0
1,0.772,0.621,0.236,1.0014,0.47,0.1349,0.1629,15,2
1,0.467,0.359,0.121,2.1323,1.2749,0.3651,0.3873,11,1
1,0.617,0.555,0.185,0.9146,0.4858,0.2518,0.1373,15,2
2,0.759,0.649,0.129,2.2267,1.0136,0.4177,0.3456,15,2
0,0.797,0.679,0.197,1.9219,0.801,0.4102,0.2132,17,2
2,0.692,0.617,0.15,1.6333,0.7805,0.2219,0.5834,16,2
0,0.299,0.262,0.038,1.0435,0.4745,0.2072,0.2698,6,0
2,0.79,0.603,0.227,0.5811,0.3476,0.1596,0.1152,17,2
1,0.54,0.396,0.134,2.0082,0.8979,0.5115,0.3753,8,0
0,0.764,0.649,0.139,0.26,0.1432,0.0302,0.0685,14,2
0,0.575,0.446,0.139,2.7428,1.4923,0.7472,0.5431,15,2
2,0.302,0.24,0.1,2.766,0.8891,0.4281,0.9933,8,0
2,0.349,0.288,0.119,0.3697,0.1206,0.0862,0.0604,9,1
0,0.482,0.425,0.142,0.2955,0.1471,0.0382,0.1078,8,0
2,0.66,0.517,0.159,1.1675,0.441,0.2743,0.3493,10,1
2,0.31,0.266,0.085,2.7234,1.3542,0.2918,1.0539,4,0
2,0.504,0.38,0.109,1.1325,0.3889,0.2493,0.1184,10,1
1,0.331,0.278,0.046,1.0294,0.4314,0.2359,0.1212,8,0
1,0.679,0.476,0.146,1.9889,0.6578,0.2961,0.4978,17,2
2,0.42,0.367,0.109,0.5067,0.1949,0.1456,0.1894,6,0
2,0.132,0.093,0.037,1.028,0.3356,0.1123,0.3282,2,0
1,0.198,0.167,0.075,0.8247,0.4875,0.2295,0.2364,7,0
1,0.12,0.085,0.04,1.7007,0.7118,0.3,0.1862,1,0
0,0.444,0.334,0.065,0.4616,0.2633,0.1121,0.0952,9,1
0,0.154,0.123,0.023,1.5515,0.9175,0.3573,0.3161,1,0
1,0.159,0.125,0.021,2.4237,1.3885,0.3239,0.6365,2,0
2,0.771,0.569,0.248,1.454,0.6347,0.2382,0.2579,19,2
2,0.721,0.553,0.225,1.9322,1.0312,0.3979,0.3481,16,2
2,0.41,0.347,0.162,0.2145,0.0742,0.0578,0.0614,11,1
2,0.804,0.67,0.206,1.27,0.4171,0.3695,0.4869,17,2
0,0.075,0.054,0.026,0.27,0.152,0.0281,0.0805,3,0
1,0.529,0.449,0.144,1.6949,0.5243,0.289,0.5092,7,0
2,0.531,0.377,0.192,0.7957,0.4708,0.1859,0.315,15,2
0,0.414,0.335,0.131,0.8132,0.4079,0.1671,0.1188,12,2
2,0.369,0.277,0.108,0.2188,0.0932,0.0631,0.0241,6,0
1,0.412,0.337,0.111,0.8781,0.3007,0.0908,0.2842,11,1
0,0.382,0.287,0.121,1.4329,0.7408,0.2687,0.3319,10,1
1,0.616,0.553,0.139,1.6531,0.7752,0.3864,0.378,14,2
1,0.175,0.133,0.023,0.1903,0.0977,0.0273,0.0319,4,0
0,0.221,0.165,0.025,1.8417,0.7834,0.4515,0.4642,4,0
0,0.209,0.158,0.051,1.3826,0.4423,0.1607,0.3217,8,0
0,0.269,0.237,0.075,1.5182,0.5989,0.2888,0.3092,6,0
0,0.464,0.384,0.057,2.3538,0.9286,0.5537,0.548,10,1
0,0.157,0.133,0.029,0.9684,0.293,0.1485,0.2084,6,0
0,0.717,0.634,0.141,0.4935,0.1495,0.0566,0.1885,17,2
0,0.295,0.26,0.079,1.5603,0.6229,0.4547,0.6149,3,0
2,0.195,0.165,0.036,2.6707,1.3842,0.7552,0.94,3,0
1,0.575,0.425,0.074,1.4645,0.7135,0.4178,0.5816,10,1
0,0.103,0.089,0.015,2.3513,0.874,0.6953,0.4226,3,0
2,0.534,0.396,0.081,2.1399,1.0289,0.293,0.7551,10,1
2,0.592,0.502,0.209,1.4658,0.7244,0.1928,0.3254,11,1
2,0.234,0.196,0.043,1.8307,0.8362,0.1956,0.5929,4,0
1,0.106,0.09,0.033,1.1505,0.5251,0.3203,0.1846,3,0
0,0.344,0.277,0.093,1.5005,0.6166,0.376,0.5156,6,0
2,0.148,0.123,0.058,1.4346,0.4835,0.3252,0.1794,5,0
1,0.161,0.143,0.029,2.0045,0.8332,0.5724,0.3631,1,0
1,0.263,0.189,0.039,1.1598,0.4681,0.2494,0.402,2,0
1,0.294,0.224,0.034,0.2837,0.1355,0.0357,0.092,5,0
2,0.467,0.384,0.08,2.2293,1.2414,0.3018,0.5582,7,0
0,0.577,0.515,0.176,1.936,0.7988,0.2448,0.5844,12,2
2,0.514,0.37,0.065,2.6851,1.3772,0.4337,0.418,9,1
2,0.185,0.13,0.032,1.2127,0.6592,0.2133,0.3642,1,0
0,0.202,0.144,0.072,0.2229,0.081,0.0578,0.0228,1,0
0,0.725,0.515,0.199,0.3455,0.1971,0.0478,0.1209,15,2
0,0.488,0.43,0.059,2.1859,0.702,0.5357,0.5572,12,2
1,0.719,0.607,0.082,0.1933,0.1103,0.0383,0.0741,13,2
0,0.35,0.292,0.041,2.5657,0.8957,0.7695,0.6246,7,0
2,0.53,0.426,0.203,0.7974,0.3199,0.2036,0.1833,9,1
0,0.463,0.397,0.164,2.5404,1.2234,0.7463,0.597,9,1
2,0.311,0.227,0.11,2.1864,1.25,0.3683,0.4546,10,1
1,0.423,0.329,0.16,2.4623,0.9276,0.3068,0.3694,13,2
2,0.447,0.357,0.112,0.6064,0.3208,0.122,0.2138,8,0
2,0.224,0.162,0.039,1.6842,0.8642,0.2103,0.365,3,0
0,0.308,0.241,0.068,0.2663,0.0926,0.0529,0.0689,7,0
0,0.661,0.505,0.209,0.5732,0.2544,0.0883,0.0607,13,2
2,0.753,0.532,0.273,0.8772,0.3899,0.1739,0.1036,16,2
0,0.341,0.248,0.079,2.0941,0.8196,0.6071,0.5846,7,0
1,0.302,0.258,0.079,0.0718,0.0383,0.0113,0.0261,6,0
1,0.219,0.154,0.083,2.5524,1.4747,0.7624,0.633,5,0
0,0.577,0.512,0.076,0.2019,0.104,0.0295,0.0302,12,2
1,0.314,0.225,0.113,1.0652,0.6305,0.1509,0.1436,5,0
0,0.806,0.693,0.119,0.231,0.0728,0.0483,0.0855,16,2
2,0.316,0.278,0.077,2.1736,0.6764,0.5834,0.6749,7,0
2,0.367,0.326,0.061,0.4011,0.2279,0.1002,0.1564,2,0
1,0.521,0.455,0.146,2.5006,1.4237,0.6119,0.3118,10,1
0,0.668,0.506,0.179,1.4993,0.498,0.2347,0.5559,15,2
0,0.422,0.324,0.09,2.6805,1.0916,0.2801,0.9481,8,0
1,0.388,0.305,0.139,0.822,0.4526,0.1088,0.3025,6,0
2,0.812,0.591,0.242,1.285,0.4351,0.2183,0.1307,15,2
1,0.083,0.058,0.026,1.9626,0.7462,0.5777,0.6331,2,0
2,0.737,0.644,0.107,2.3513,1.1858,0.6677,0.6223,13,2
0,0.185,0.15,0.068,1.1919,0.7087,0.167,0.3241,4,0
2,0.657,0.54,0.099,2.5222,1.3598,0.6183,0.6072,13,2
1,0.532,0.471,0.089,0.3352,0.1787,0.0723,0.1082,8,0
0,0.328,0.273,0.045,2.0033,0.8069,0.2203,0.8012,8,0
1,0.722,0.605,0.168,0.9853,0.4911,0.1718,0.3086,17,2
1,0.085,0.073,0.031,0.2882,0.0962,0.0568,0.0874,2,0
2,0.243,0.176,0.043,1.0939,0.6538,0.2554,0.3242,5,0
1,0.495,0.382,0.105,2.4877,1.105,0.3955,0.7676,9,1
2,0.335,0.299,0.119,2.771,1.3623,0.7946,0.5615,6,0
0,0.527,0.466,0.15,1.1113,0.6255,0.2116,0.2179,10,1
2,0.093,0.082,0.03,2.5052,0.7523,0.375,0.84,3,0
0,0.161,0.127,0.026,1.4413,0.8544,0.2353,0.1671,4,0
2,0.169,0.147,0.053,2.0269,0.8265,0.5075,0.6644,1,0
1,0.215,0.153,0.036,0.1301,0.0523,0.0297,0.0448,1,0
2,0.415,0.303,0.164,1.5758,0.5413,0.3915,0.4042,7,0
2,0.632,0.495,0.169,0.2001,0.1115,0.0317,0.0746,12,2
0,0.745,0.594,0.23,0.7606,0.4269,0.1258,0.184,16,2
1,0.693,0.522,0.094,1.6027,0.4904,0.2874,0.2459,13,2
2,0.221,0.17,0.039,2.2814,0.7226,0.3142,0.4755,5,0
1,0.401,0.294,0.057,1.586,0.9127,0.3778,0.5896,11,1
2,0.223,0.178,0.048,2.6458,0.8913,0.4389,1.0533,3,0
2,0.271,0.233,0.05,2.2904,1.1138,0.3785,0.5189,4,0
1,0.448,0.373,0.143,0.4432,0.2153,0.0682,0.0665,7,0
2,0.125,0.09,0.017,1.1004,0.6172,0.2097,0.2046,1,0
1,0.236,0.188,0.077,1.8898,0.8916,0.4808,0.5027,6,0
2,0.767,0.644,0.087,2.6521,1.1409,0.7084,0.7204,17,2
0,0.42,0.339,0.067,2.7913,1.6533,0.7283,0.8067,10,1
1,0.405,0.315,0.137,2.1572,0.7952,0.4837,0.7563,6,0
2,0.086,0.071,0.028,1.6223,0.6146,0.2532,0.5084,1,0
2,0.258,0.231,0.063,2.1387,0.696,0.5282,0.3812,4,0
0,0.716,0.515,0.082,0.7736,0.4584,0.0835,0.169,18,2
1,0.197,0.153,0.056,0.8029,0.411,0.2085,0.2826,5,0
2,0.382,0.298,0.085,1.8499,0.5617,0.4737,0.5365,8,0
0,0.086,0.07,0.017,2.4641,1.2599,0.5766,0.3694,2,0
2,0.429,0.313,0.125,2.7407,1.1545,0.3277,0.5417,8,0
1,0.091,0.067,0.021,0.9659,0.5701,0.2893,0.3258,3,0
2,0.682,0.516,0.087,2.2515,0.8628,0.5658,0.3414,13,2
2,0.685,0.61,0.257,2.4067,1.2348,0.5944,0.7396,17,2
2,0.658,0.557,0.219,1.7618,0.8602,0.1987,0.474,11,1
2,0.285,0.237,0.033,0.9836,0.2986,0.1768,0.1419,6,0
0,0.695,0.6,0.179,1.7503,0.9899,0.2052,0.5368,15,2
0,0.477,0.346,0.06,1.6525,0.565,0.2846,0.2358,9,1
1,0.352,0.307,0.124,1.7148,0.8558,0.3671,0.3765,7,0
0,0.538,0.441,0.153,1.7508,0.9326,0.4828,0.3371,10,1
0,0.084,0.064,0.013,2.3941,1.1714,0.3749,0.735,1,0
1,0.181,0.156,0.019,0.4823,0.1587,0.1084,0.1614,7,0
0,0.624,0.537,0.068,1.0392,0.6158,0.1381,0.1564,12,2
0,0.256,0.223,0.065,1.6569,0.6148,0.283,0.5693,3,0
1,0.518,0.375,0.166,0.8021,0.3917,0.2322,0.0819,9,1
1,0.36,0.322,0.049,2.7643,1.4904,0.6898,0.716,10,1
1,0.708,0.631,0.118,0.7451,0.4335,0.1558,0.19,19,2
2,0.78,0.602,0.155,1.3282,0.6391,0.1997,0.3814,16,2
2,0.729,0.52,0.121,2.4797,0.9366,0.4363,0.4263,16,2
1,0.275,0.202,0.06,0.2281,0.1257,0.03,0.0235,9,1
1,0.219,0.197,0.059,2.3196,0.8095,0.3959,0.5484,2,0
1,0.426,0.346,0.13,1.6145,0.4951,0.2101,0.196,9,1
2,0.08,0.062,0.031,0.0918,0.0526,0.0238,0.0338,5,0
2,0.094,0.071,0.036,2.5518,1.206,0.2964,0.3881,4,0
0,0.484,0.364,0.131,0.1127,0.0362,0.0155,0.0256,9,1
0,0.46,0.383,0.147,1.457,0.6905,0.3471,0.3354,10,1
1,0.811,0.636,0.312,0.1405,0.0483,0.0394,0.0374,20,2
2,0.224,0.2,0.028,0.2031,0.0628,0.0595,0.068,5,0
2,0.266,0.223,0.027,2.5075,0.8399,0.67,0.6059,3,0
2,0.159,0.136,0.017,2.1647,1.1528,0.308,0.2332,4,0
1,0.754,0.572,0.203,0.5582,0.294,0.0877,0.185,13,2
0,0.651,0.466,0.214,1.7542,0.8443,0.4809,0.2187,12,2
1,0.684,0.546,0.144,2.2462,0.8149,0.6241,0.6569,13,2
0,0.743,0.567,0.196,2.5142,1.3116,0.5736,0.8574,15,2
0,0.463,0.343,0.118,1.3245,0.5595,0.2155,0.2448,8,0
1,0.409,0.364,0.053,2.5365,1.1496,0.3673,0.5954,9,1
0,0.319,0.252,0.063,1.4362,0.8176,0.3884,0.1498,6,0
0,0.511,0.376,0.054,1.9456,0.8509,0.2744,0.6638,12,2
2,0.411,0.304,0.055,2.7668,1.3499,0.6429,0.8604,8,0
0,0.409,0.309,0.141,0.6683,0.3933,0.1962,0.1132,8,0
1,0.768,0.691,0.268,0.4779,0.2081,0.1152,0.1037,15,2
1,0.803,0.605,0.273,0.9679,0.4532,0.1467,0.2987,19,2
0,0.664,0.508,0.211,0.4663,0.2216,0.073,0.0967,15,2
2,0.635,0.528,0.215,0.8045,0.2994,0.0954,0.1196,10,1
2,0.579,0.439,0.174,2.1002,1.0944,0.4983,0.5367,11,1
0,0.198,0.147,0.06,1.3505,0.6995,0.2751,0.4282,4,0
0,0.119,0.087,0.036,1.0611,0.3863,0.1499,0.2082,1,0
1,0.586,0.447,0.149,1.0433,0.3172,0.1518,0.1424,13,2
0,0.614,0.443,0.128,0.5514,0.3307,0.0561,0.1924,11,1
2,0.11,0.077,0.035,1.2655,0.6004,0.3742,0.2225,1,0
0,0.762,0.656,0.144,1.766,0.6257,0.4691,0.4483,14,2
1,0.142,0.103,0.037,0.395,0.1521,0.0706,0.1214,5,0
1,0.287,0.245,0.066,2.7492,1.3343,0.7951,0.5364,7,0
1,0.573,0.492,0.105,1.2538,0.4279,0.2952,0.3694,11,1
1,0.201,0.162,0.079,2.679,0.8337,0.6705,0.6374,3,0
1,0.116,0.088,0.021,0.3823,0.2063,0.0902,0.1037,3,0
0,0.32,0.233,0.062,2.1686,1.1163,0.5451,0.6011,10,1
0,0.642,0.544,0.095,1.7462,0.686,0.2343,0.6064,12,2
0,0.381,0.313,0.132,2.3179,0.736,0.4925,0.6882,4,0
0,0.558,0.464,0.154,1.6983,0.7572,0.4583,0.3045,11,1
1,0.504,0.354,0.143,2.7211,1.0418,0.2827,0.3208,11,1
2,0.091,0.081,0.032,1.7725,0.7433,0.221,0.1783,3,0
0,0.807,0.576,0.164,2.2177,0.8476,0.3307,0.8235,16,2
2,0.106,0.082,0.017,2.4803,0.8745,0.3942,0.949,2,0
0,0.791,0.617,0.126,2.02,0.8405,0.2758,0.259,14,2
0,0.482,0.338,0.154,1.4824,0.8738,0.3333,0.3648,12,2
2,0.788,0.63,0.224,0.7724,0.2934,0.1227,0.1124,15,2
1,0.16,0.136,0.026,2.4151,0.9679,0.3179,0.9289,3,0
0,0.438,0.379,0.063,1.3592,0.542,0.3822,0.2366,10,1
0,0.2,0.175,0.027,1.7549,0.7793,0.4194,0.4396,4,0
0,0.113,0.09,0.033,0.2257,0.1248,0.0337,0.0338,5,0
2,0.532,0.439,0.053,1.4065,0.5916,0.2422,0.2811,13,2
1,0.229,0.164,0.024,1.9736,1.0694,0.4898,0.3553,4,0
2,0.51,0.407,0.111,1.6514,0.5524,0.4264,0.4007,14,2
2,0.158,0.115,0.049,1.2687,0.7212,0.1716,0.2866,5,0
1,0.321,0.248,0.099,0.633,0.2251,0.1819,0.1261,7,0
2,0.653,0.5,0.15,0.8765,0.2733,0.2253,0.1155,12,2
1,0.398,0.312,0.122,1.9806,0.6883,0.5375,0.4859,8,0
0,0.54,0.44,0.138,0.6351,0.2269,0.0818,0.2255,7,0
1,0.554,0.488,0.218,1.7578,0.7955,0.2262,0.5609,12,2
0,0.699,0.544,0.104,1.6674,0.7253,0.2686,0.5272,11,1
2,0.315,0.282,0.088,2.7425,1.4117,0.3097,0.5755,7,0
2,0.584,0.497,0.144,0.1736,0.0547,0.0205,0.0543,11,1
0,0.787,0.631,0.125,0.3073,0.1381,0.0395,0.0736,16,2
2,0.615,0.51,0.2,1.4312,0.5721,0.347,0.2076,11,1
1,0.438,0.316,0.08,1.4906,0.7292,0.1581,0.3365,7,0
0,0.542,0.471,0.116,0.1148,0.0359,0.0134,0.0161,12,2
2,0.622,0.508,0.132,2.3342,0.7247,0.6742,0.3136,11,1
0,0.528,0.474,0.091,1.3991,0.5991,0.1633,0.1496,9,1
1,0.087,0.072,0.02,0.9809,0.533,0.2035,0.1813,1,0
1,0.219,0.19,0.053,0.9024,0.4524,0.2062,0.1798,6,0
2,0.675,0.58,0.218,2.4346,0.7426,0.7102,0.7543,11,1
1,0.277,0.213,0.091,0.5576,0.1971,0.1561,0.1458,6,0
0,0.616,0.463,0.091,0.455,0.1674,0.0856,0.1627,17,2
1,0.35,0.275,0.097,0.604,0.2579,0.1742,0.0924,6,0
0,0.461,0.366,0.17,1.7671,0.8412,0.3295,0.3177,8,0
0,0.125,0.094,0.017,2.2921,0.8365,0.5363,0.8763,5,0
1,0.209,0.184,0.051,0.9367,0.3885,0.1423,0.2185,2,0
2,0.783,0.633,0.255,0.4919,0.2337,0.1118,0.1656,18,2
1,0.734,0.657,0.208,0.5928,0.246,0.1231,0.1468,14,2
0,0.558,0.481,0.073,1.7506,0.6004,0.3875,0.4225,13,2
0,0.415,0.337,0.091,0.6968,0.3118,0.1648,0.1006,9,1
1,0.575,0.511,0.145,2.4794,0.9848,0.334,0.8811,13,2
2,0.533,0.427,0.213,0.2954,0.1652,0.0473,0.0365,10,1
2,0.496,0.435,0.076,0.0934,0.0498,0.0231,0.018,9,1
0,0.119,0.092,0.047,0.2516,0.0898,0.0334,0.076,1,0
0,0.543,0.421,0.116,2.3901,0.8265,0.4036,0.6027,14,2
2,0.644,0.505,0.103,1.8411,0.7444,0.4295,0.6709,13,2
1,0.811,0.656,0.182,2.7067,1.1467,0.7783,0.3026,20,2
0,0.083,0.067,0.024,0.9517,0.5516,0.1095,0.2806,2,0
0,0.615,0.492,0.101,0.6026,0.2353,0.1225,0.1466,12,2
2,0.498,0.379,0.093,1.589,0.8903,0.1849,0.2325,10,1
1,0.396,0.351,0.141,1.5208,0.6868,0.2674,0.4912,7,0
2,0.169,0.138,0.068,1.6711,0.9453,0.2257,0.3733,4,0
1,0.378,0.295,0.074,0.9834,0.5021,0.2261,0.2552,7,0
1,0.337,0.28,0.049,0.0187,0.0096,0.0047,0.0073,6,0
1,0.299,0.255,0.101,0.1009,0.046,0.0151,0.0248,6,0
0,0.616,0.55,0.173,1.8766,1.0361,0.4552,0.6512,11,1
2,0.594,0.475,0.077,1.4797,0.5569,0.2802,0.4896,12,2
2,0.511,0.369,0.196,2.3205,1.3278,0.3637,0.6934,12,2
1,0.77,0.607,0.095,0.8504,0.4176,0.1741,0.3138,14,2
0,0.334,0.266,0.096,2.3049,0.9948,0.4055,0.4045,6,0
0,0.255,0.224,0.058,1.2036,0.7157,0.1757,0.4167,3,0
2,0.56,0.436,0.15,0.2751,0.1537,0.0692,0.0587,13,2
0,0.222,0.198,0.036,2.7636,1.4691,0.7172,0.95,1,0
0,0.308,0.245,0.094,1.4477,0.5533,0.3765,0.3592,5,0
1,0.241,0.216,0.093,1.7796,1.0537,0.314,0.6359,6,0
0,0.126,0.088,0.03,1.8963,0.9916,0.2539,0.6987,1,0
1,0.687,0.604,0.176,1.0255,0.4938,0.2749,0.2864,12,2
2,0.263,0.233,0.045,2.113,1.2182,0.3504,0.5331,7,0
0,0.425,0.379,0.156,2.4596,0.8576,0.6139,0.8239,4,0
2,0.107,0.075,0.042,1.0954,0.3743,0.2886,0.1973,2,0
2,0.593,0.435,0.199,1.8574,0.8713,0.4711,0.1943,11,1
0,0.32,0.266,0.084,2.1401,0.6784,0.3809,0.4754,5,0
0,0.626,0.441,0.242,0.5389,0.269,0.155,0.136,15,2
2,0.38,0.271,0.056,0.9413,0.3504,0.2184,0.1781,8,0
0,0.22,0.164,0.054,0.3092,0.1038,0.0665,0.0665,2,0
1,0.455,0.365,0.119,1.7026,0.7199,0.4079,0.2382,6,0
1,0.172,0.139,0.043,2.2638,0.9956,0.2466,0.4147,3,0
0,0.401,0.283,0.137,1.727,0.6064,0.3076,0.2971,5,0
2,0.31,0.228,0.093,0.5097,0.1593,0.1408,0.097,9,1
0,0.75,0.6,0.103,1.5449,0.6554,0.2043,0.2931,13,2
0,0.12,0.098,0.024,2.3599,1.2457,0.4316,0.6317,2,0
2,0.589,0.43,0.119,0.8569,0.4818,0.1551,0.1501,8,0
2,0.21,0.164,0.057,2.3534,0.7749,0.4029,0.8997,1,0
1,0.311,0.274,0.058,2.2178,1.0144,0.4712,0.562,6,0
2,0.382,0.344,0.052,0.0634,0.024,0.019,0.0088,14,2
1,0.747,0.67,0.221,0.6782,0.2797,0.1025,0.1247,14,2
2,0.255,0.223,0.091,1.5353,0.8905,0.37,0.4896,6,0
0,0.143,0.111,0.054,2.0286,0.8228,0.5104,0.2112,2,0
